,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
35,2017,0000544652,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,115,Not applicable,3,Loan originated,1,Lincoln - NE,30700.0,Nebraska,NE,31.0,Lancaster County,109.0,25.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,95.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5669.0,9.210000038146973,72000.0,99.43000030517578,1912.0,2276.0,
36,2017,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,3542,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,New York County,61.0,21.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,1938.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6735.0,24.600000381469727,73700.0,346.989990234375,1311.0,61.0,
37,2017,57-1175755,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,136,Preapproval was not requested,2,Loan originated,1,,,Missouri,MO,29.0,Henry County,83.0,9504.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,83.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,1.67,Not a HOEPA loan,2,Secured by a first lien,1,,,,2951.0,9.119999885559082,50800.0,101.0500030517578,1105.0,1742.0,
38,2017,0000703781,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,69,Not applicable,3,Loan originated,1,"Hartford, West Hartford, East Hartford - CT",25540.0,Connecticut,CT,9.0,Hartford County,3.0,5106.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,42.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4839.0,77.5999984741211,90200.0,45.88999938964844,661.0,1325.0,
39,2017,0000008111,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,78,Preapproval was requested,1,Loan originated,1,"San Antonio, New Braunfels - TX",41700.0,Texas,TX,48.0,Bexar County,29.0,1607.01,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,34.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3387.0,96.83999633789062,64300.0,46.09000015258789,766.0,1081.0,
40,2017,0000011807,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,97,Not applicable,3,Loan originated,1,,,Michigan,MI,26.0,Allegan County,5.0,313.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,108.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4917.0,11.510000228881836,55800.0,116.22000122070312,1485.0,1861.0,
41,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,180,Not applicable,3,Loan originated,1,El Paso - TX,21340.0,Texas,TX,48.0,El Paso County,141.0,102.14,Hispanic or Latino,1,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,88.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6225.0,62.86000061035156,45300.0,279.7200012207031,1575.0,2041.0,
42,2017,7197000003,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,135,Not applicable,3,Loan originated,1,Rochester - NY,40380.0,New York,NY,36.0,Livingston County,51.0,307.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7716.0,3.0799999237060547,68500.0,114.47000122070312,2310.0,3242.0,
43,2017,75-2921540,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,112,Not applicable,3,Loan originated,1,,,New York,NY,36.0,Clinton County,19.0,1010.0,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,96.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4182.0,9.520000457763672,62500.0,164.9600067138672,1068.0,1492.0,
44,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,132,Not applicable,3,Loan originated,1,"Cincinnati - OH, KY, IN",17140.0,Kentucky,KY,21.0,Kenton County,117.0,636.05,Not Hispanic or Latino,2,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,54.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,11541.0,6.239999771118164,73600.0,95.75,3169.0,3872.0,
45,2017,0000062514,National Credit Union Administration,NCUA,5,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,92,Not applicable,3,Loan originated,1,"Grand Rapids, Wyoming - MI",24340.0,Michigan,MI,26.0,Kent County,81.0,12.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,35.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3490.0,34.61000061035156,67000.0,72.5,869.0,1329.0,
46,2017,33-0419992,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,213,Not applicable,3,Loan originated,1,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4097.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,40.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5431.0,97.80999755859376,97400.0,43.119998931884766,608.0,1393.0,
47,2017,59-3345547,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,149,Not applicable,3,Loan originated,1,"Lakeland, Winter Haven - FL",29460.0,Florida,FL,12.0,Polk County,105.0,115.01,Not Hispanic or Latino,2,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5921.0,31.479999542236328,52500.0,64.70999908447266,1125.0,2260.0,
48,2017,0000066834,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,75,Not applicable,3,Loan originated,1,Eau Claire - WI,20740.0,Wisconsin,WI,55.0,Chippewa County,17.0,103.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,41.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6077.0,4.440000057220459,67400.0,98.76000213623048,1692.0,2162.0,
49,2017,0000026336,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,550,Preapproval was not requested,2,Loan originated,1,"Cambridge, Newton, Framingham - MA",15764.0,Massachusetts,MA,25.0,Middlesex County,17.0,3746.0,Hispanic or Latino,1,Not Hispanic or Latino,2,American Indian or Alaska Native,1,White,5.0,,,,,,,White,5,,,,,,,,,Male,1,Female,2,179.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4755.0,27.440000534057617,104800.0,133.38999938964844,1352.0,1949.0,
50,2017,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,181,Not applicable,3,Loan originated,1,Salt Lake City - UT,41620.0,Utah,UT,49.0,Salt Lake County,35.0,1136.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,43.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5498.0,37.91999816894531,75400.0,63.93999862670898,1270.0,1658.0,
51,2017,0000656733,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,114,Not applicable,3,Loan originated,1,"Louisville, Jefferson County - KY, IN",31140.0,Kentucky,KY,21.0,Jefferson County,111.0,119.05,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,66.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8037.0,30.75,65600.0,63.68000030517578,1721.0,2291.0,
52,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,334,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,58.01,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,"Information not provided by applicant in mail, Internet, or telephone application",3,79.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5356.0,23.100000381469727,75200.0,126.69000244140624,1711.0,2102.0,
53,2017,0000917742,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,93,Preapproval was not requested,2,Loan originated,1,,,Wisconsin,WI,55.0,Shawano County,115.0,1003.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3524.0,10.529999732971191,62600.0,103.2300033569336,1274.0,1857.0,
54,2017,0000019222,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Preapproval was not requested,2,Loan originated,1,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4104.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,95.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4344.0,93.5999984741211,97400.0,69.61000061035156,903.0,1316.0,
55,2017,0000146672,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,228,Not applicable,3,Loan originated,1,"Fayetteville, Springdale, Rogers - AR, MO",22220.0,Arkansas,AR,5.0,Benton County,7.0,210.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,72.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5105.0,11.460000038146973,64400.0,86.33999633789062,1333.0,2221.0,
56,2017,80-0233937,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,424,Not applicable,3,Loan originated,1,Fresno - CA,23420.0,California,CA,6.0,Fresno County,19.0,14.09,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,143.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2063.0,61.95000076293945,50000.0,193.2100067138672,447.0,668.0,
57,2017,0542409990,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,404,Preapproval was not requested,2,Loan originated,1,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Orange County,95.0,171.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,118.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,16880.0,44.90999984741211,58400.0,113.7300033569336,3115.0,4773.0,
